Age,Gender,Weight (kg),Height (m),BMI,BMI_Category,Experience_Level,Session_Duration (hours),Calories_Burned,Name of Exercise,Difficulty Level,Reps,Burns Calories (per 30 min),target_muscles,focus_area,strength,cardio,hiit,yoga,calories_norm,difficulty_norm,weight_gain_score,weight_loss_score
58.62,1,49.47,1.67,17.74,0,12,1.38,1323.7,Renegade Rows,2,17.06,356.03,"['lats', 'core']",fullbody,1,0,0,0,0.898481973,1,0.484772296,0.35
24.25,0,73.13,1.76,23.61,1,0,0.86,754.74,Thrusters,0,20.99,369.41,"['legs', 'shoulders', 'core']",fullbody,1,0,1,0,0.951375712,0,0.742706357,0.55
50.08,1,64.71,1.79,20.2,1,13,1.16,1531.2,Resistance Band Pull-Aparts,1,16.96,336.63,"['rear_delts', 'rhomboids']",upperbody,1,0,0,1,0.821790006,0.5,0.523268501,0.325
32.84,1,53.32,1.66,19.35,1,3,1.26,833.87,Glute Bridges,0,24,351.65,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.881166983,0,0.482175047,0.2
44.85,0,52.55,1.88,14.87,0,12,1.08,1424.41,Box Jumps,2,14.95,330.51,"['glutes', 'quads']",lowerbody,0,0,1,0,0.797596458,1,0.369639469,0.5
21.1,1,76.68,1.65,28.17,2,14,1.14,1095.31,Burpees,1,15.88,348.5,['full_body'],fullbody,0,1,1,0,0.868714421,0.5,0.580307163,0.675
31.94,0,78.46,1.62,29.9,2,1,1.27,1538.1,Plyo Squats,0,17.97,341.42,"['quads', 'glutes']",lowerbody,0,0,1,0,0.840725806,0,0.376108871,0.35
49.95,0,88.83,1.68,31.47,3,25,1.78,2543.44,Scissors Kicks,0,15.97,342.2,['lower_abs'],core,1,0,1,0,0.843809298,0,0.726571395,0.55
57.85,1,82.15,1.87,23.49,1,27,1.56,1623.65,Pull-ups,1,20.9,336.14,"['lats', 'biceps']",upperbody,1,0,0,0,0.819852941,0.5,0.472977941,0.275
27.3,1,80.96,1.61,31.23,3,23,1.76,1369.63,Bicep Curls,1,24.96,342.84,['biceps'],upperbody,1,0,0,0,0.846339342,0.5,0.476950901,0.275
49.14,0,85.16,1.68,30.17,3,28,1.82,1895.71,Step-ups,1,15.85,347.17,"['glutes', 'quads']",lowerbody,1,0,0,0,0.863456673,0.5,0.479518501,0.275
52.39,0,50.23,1.78,15.85,0,1,0.85,842.26,Calf Raises,2,24.93,350.54,['calves'],lowerbody,1,0,0,0,0.876778937,1,0.481516841,0.35
55.98,0,49.86,1.7,17.25,0,1,1.29,1278.26,Plyometric Push-ups,1,20.04,330.28,"['chest', 'shoulders']",upperbody,0,0,1,0,0.796687223,0.5,0.369503083,0.425
50.24,1,51.25,1.98,13.07,0,0,0.91,800.07,Wall Angels,2,20.01,336.16,"['upper_back', 'shoulders']",upperbody,0,0,0,1,0.819932005,1,0.172989801,0.2
34.97,1,63.55,1.74,20.99,1,12,1.03,1358.47,Zottman Curls,2,22.02,340.76,"['biceps', 'forearms']",upperbody,1,0,0,0,0.838116698,1,0.475717505,0.35
18.25,0,58.21,1.61,22.46,2,23,1.9,1478.58,Frog Jumps,2,25.04,334.56,"['glutes', 'quads']",lowerbody,0,1,1,0,0.813606894,1,0.572041034,0.75
43.99,0,58.8,1.52,25.45,2,26,1.57,1224.6,Prone Cobras,1,19.93,346.79,['upper_back'],upperbody,0,0,0,1,0.861954459,0.5,0.179293169,0.125
38.87,1,60.57,1.65,22.25,1,0,0.93,818.4,Pull-ups,2,25.01,329.56,"['lats', 'biceps']",upperbody,1,0,0,0,0.793840923,1,0.469076139,0.35
29.91,0,120.21,1.96,31.29,3,0,0.67,663.3,Turkish Get-ups,1,23.95,351.56,"['full_body', 'core']",fullbody,1,0,0,1,0.880811195,0.5,0.532121679,0.325
31.11,1,42.41,1.6,16.57,0,13,1.09,1177.2,Dragon Flags,0,17.96,347.04,"['core', 'hip_flexors']",core,1,0,0,0,0.862942758,0,0.479441414,0.2
25.59,1,55.02,1.68,19.49,1,1,1.14,1004.11,Flutter Kicks,2,23,339.87,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.834598355,1,0.725189753,0.7
23.09,1,107.87,1.94,28.66,2,2,1.35,1190.16,Face Pulls,2,15.04,342.95,"['rear_delts', 'traps']",upperbody,1,0,0,0,0.846774194,1,0.477016129,0.35
48.95,0,57.04,1.99,14.4,0,0,0.93,818.4,Dead Bugs,2,24.07,352.12,"['transverse_abs', 'core']",core,1,0,0,1,0.883024984,1,0.532453748,0.4
42,0,62.89,1.98,16.04,0,12,1.42,1362.06,Scissors Kicks,2,18.04,329.71,['lower_abs'],core,1,0,1,0,0.794433903,1,0.719165085,0.7
56.96,0,112.63,1.61,43.45,3,12,1.23,1327.29,Frog Jumps,0,10,279.85,"['glutes', 'quads']",lowerbody,0,1,1,0,0.597327641,0,0.539599146,0.6
57.24,1,43.51,1.75,14.21,0,2,1.38,1368.68,Turkish Get-ups,2,19.96,348.25,"['full_body', 'core']",fullbody,1,0,0,1,0.867726123,1,0.530158918,0.4
58.17,1,43.18,1.57,17.52,0,0,1.09,1315.3,Burpees,2,24.01,347.1,['full_body'],fullbody,0,1,1,0,0.863179949,1,0.579476992,0.75
46.78,0,79.96,1.77,25.52,2,3,0.72,873.58,Turkish Get-ups,1,15.13,347.87,"['full_body', 'core']",fullbody,1,0,0,1,0.866223909,0.5,0.529933586,0.325
40.97,1,100.98,1.83,30.15,3,0,0.78,772.2,Zottman Curls,2,22.97,347.75,"['biceps', 'forearms']",upperbody,1,0,0,0,0.865749526,1,0.479862429,0.35
46.75,1,82.61,1.84,24.4,1,14,1.37,987.22,Bench Press,2,23.02,337.9,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.826810563,1,0.474021584,0.35
31,1,64.76,1.7,22.41,1,26,1.96,2293.2,Leg Raises,0,14.98,348.28,"['lower_abs', 'hip_flexors']",core,1,0,0,0,0.867844719,0,0.480176708,0.2
22.06,1,45.86,1.77,14.64,0,1,1.05,924.84,Bird Dogs,0,22.97,348.04,"['core', 'lower_back']",core,0,0,0,1,0.866895952,0,0.180034393,0.05
53.66,1,67.88,1.54,28.62,2,1,0.73,642.98,Dead Bugs,1,22.95,343.18,"['transverse_abs', 'core']",core,1,0,0,1,0.847683428,0.5,0.527152514,0.325
26.81,0,80.54,1.61,31.07,3,26,1.74,1357.2,Shoulder Press,1,25.01,343.08,"['deltoids', 'triceps']",upperbody,1,0,0,0,0.847288109,0.5,0.477093216,0.275
39.56,1,58.48,1.56,24.03,1,0,0.61,402.6,Push-ups,1,15.95,365.96,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.937737192,0.5,0.490660579,0.275
18.29,1,56.95,1.74,18.81,1,13,1.28,921.6,Flutter Kicks,0,25.03,343.4,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.848553131,0,0.72728297,0.55
39.3,0,59.53,1.84,17.58,0,13,1.35,1458,Pull-ups,2,24.97,354.97,"['lats', 'biceps']",upperbody,1,0,0,0,0.894291588,1,0.484143738,0.35
37.07,0,70.11,1.77,22.38,1,1,1,1211.1,Step-ups,1,15.99,350.77,"['glutes', 'quads']",lowerbody,1,0,0,0,0.877688172,0.5,0.481653226,0.275
25.51,1,64.77,1.5,28.79,2,25,1.93,2005.66,Thrusters,1,15.14,343.01,"['legs', 'shoulders', 'core']",fullbody,1,0,1,0,0.847011385,0.5,0.727051708,0.625
32.96,1,106.8,1.59,42.25,3,12,1.39,1833.27,Scissors Kicks,0,17.83,366.56,['lower_abs'],core,1,0,1,0,0.940109108,0,0.741016366,0.55
36.43,0,123.1,1.69,43.1,3,14,1.3,1717.43,Dead Bugs,2,14.99,367.52,"['transverse_abs', 'core']",core,1,0,0,1,0.943904175,1,0.541585626,0.4
54.48,1,66.49,1.74,21.96,1,0,1.25,823.5,Bird Dogs,2,20.04,345.41,"['core', 'lower_back']",core,0,0,0,1,0.856499051,1,0.178474858,0.2
49.84,1,69.88,1.67,25.06,2,1,1.2,792.72,Leg Raises,0,21.95,368.27,"['lower_abs', 'hip_flexors']",core,1,0,0,0,0.94686907,0,0.492030361,0.2
37.94,0,68.98,1.92,18.71,1,13,1.3,1248,Calf Raises,2,18.98,369.62,['calves'],lowerbody,1,0,0,0,0.952205882,1,0.492830882,0.35
34.83,0,55.58,1.56,22.84,1,27,1.7,1327.02,Plyo Squats,0,16.05,352.24,"['quads', 'glutes']",lowerbody,0,0,1,0,0.883499367,0,0.382524905,0.35
28.01,0,121.84,1.94,32.37,3,14,1.03,742.22,Russian Twists,1,8.07,250.2,"['obliques', 'abs']",core,1,0,0,0,0.480115433,0.5,0.422017315,0.275
30.68,1,63.87,1.8,19.71,1,0,0.59,388.69,Lunges,1,22.25,342.25,"['quads', 'glutes', 'hamstrings']",lowerbody,1,0,0,0,0.844006958,0.5,0.476601044,0.275
33.48,1,65.31,1.62,24.89,1,0,0.81,534.11,Deadlift,2,14.97,347.83,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.866065781,1,0.479909867,0.35
26.15,1,70.86,1.66,25.71,2,0,0.8,792,Push-ups,1,22.01,336.54,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.821434219,0.5,0.473215133,0.275
25.33,1,64.94,1.71,22.21,1,0,1.13,1118.7,Pull-ups,2,14.99,338.49,"['lats', 'biceps']",upperbody,1,0,0,0,0.829142948,1,0.474371442,0.35
44.82,1,80.02,1.76,25.83,2,26,1.69,2416.7,Bulgarian Split Squats,0,22.14,360.81,"['quads', 'glutes']",lowerbody,1,0,0,0,0.917378242,0,0.487606736,0.2
21.76,1,43.2,1.56,17.75,0,12,1.46,1925.59,Calf Raises,2,21.08,331.05,['calves'],lowerbody,1,0,0,0,0.799731183,1,0.469959677,0.35
30.07,0,79.67,1.62,30.36,3,10,1.25,1346.62,Resistance Band Pull-Aparts,0,22.91,346.22,"['rear_delts', 'rhomboids']",upperbody,1,0,0,1,0.859701139,0,0.528955171,0.25
27.98,0,84.45,1.79,26.36,2,14,1.35,1459.22,Flutter Kicks,2,16.01,347.64,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.865314674,1,0.729797201,0.7
52.87,1,57.11,1.79,17.82,0,26,1.52,1185.6,Leg Raises,2,16.89,356.14,"['lower_abs', 'hip_flexors']",core,1,0,0,0,0.898916825,1,0.484837524,0.35
21.01,1,80.38,1.9,22.27,1,26,1.81,2588.3,Bicep Curls,0,17.94,354.81,['biceps'],upperbody,1,0,0,0,0.893659077,0,0.484048861,0.2
40.35,0,61.71,1.79,19.26,1,26,1.99,2845.7,Lateral Raises,0,22.14,348.15,['lateral_delts'],upperbody,1,0,0,0,0.867330803,0,0.48009962,0.2
31.33,1,49.33,1.62,18.8,1,0,0.57,689.7,Rows,0,20.97,352.29,"['lats', 'rhomboids']",upperbody,1,0,0,0,0.883697027,0,0.482554554,0.2
52,0,72.4,1.94,19.24,1,13,1.46,1401.6,Superman,0,19,351.77,"['lower_back', 'glutes']",core,0,0,0,1,0.881641366,0,0.182246205,0.05
21.69,1,62.01,1.84,18.32,0,0,0.51,448.39,Reverse Lunges,0,20.04,355.58,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.896703036,0,0.484505455,0.2
31.9,0,108.81,1.8,33.58,3,2,1.27,1259.59,Push-ups,2,19.98,190.72,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.244979443,1,0.386746917,0.35
41.56,1,76.53,1.97,19.72,1,16,1.15,1245.1,Pull-ups,1,17.06,348,"['lats', 'biceps']",upperbody,1,0,0,0,0.866737824,0.5,0.480010674,0.275
30.36,1,62.27,1.66,22.6,1,13,1.02,1101.6,Plyometric Push-ups,2,19.94,366.29,"['chest', 'shoulders']",upperbody,0,0,1,0,0.939041746,1,0.390856262,0.5
42.07,0,72.32,1.69,25.32,2,12,1.08,1165.43,Shoulder Press,0,22.99,338.85,"['deltoids', 'triceps']",upperbody,1,0,0,0,0.830566097,0,0.474584915,0.2
28.87,1,94.9,1.86,27.43,2,0,0.65,429,Deadlifts,1,15.97,336.12,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.819773877,0.5,0.472966082,0.275
25.24,0,76.19,1.96,19.83,1,2,0.68,449.62,Leg Press,1,17.99,333.85,"['quads', 'glutes']",lowerbody,1,0,0,0,0.810800127,0.5,0.471620019,0.275
31.1,1,61.3,1.77,19.57,1,27,1.72,2461.49,Prone Cobras,2,22.99,361.34,['upper_back'],upperbody,0,0,0,1,0.919473435,1,0.187921015,0.2
43.08,0,70.41,1.66,25.55,2,0,0.99,652.81,Deadlifts,2,16.01,339.41,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.832779886,1,0.474916983,0.35
48.8,0,68.52,1.52,29.66,2,15,1.46,1052.95,Pistol Squats,1,17.08,348.82,"['quads', 'glutes', 'core']",lowerbody,1,0,0,0,0.869979443,0.5,0.480496917,0.275
18,1,125.98,1.67,45.17,3,11,1.45,1042.26,Glute Bridges,2,24,365.46,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.935760595,1,0.490364089,0.35
37.94,0,76.49,1.58,30.64,3,0,0.74,650.02,Burpees,2,23.96,350.13,['full_body'],fullbody,0,1,1,0,0.875158128,1,0.581273719,0.75
18.22,1,114.6,1.97,29.53,3,0,1.04,1029.6,Pistol Squats,0,16.14,362.6,"['quads', 'glutes', 'core']",lowerbody,1,0,0,0,0.924454459,0,0.488668169,0.2
22.99,0,78.54,1.73,26.24,2,14,1.46,1578.11,Leg Raises,1,25.02,335.8,"['lower_abs', 'hip_flexors']",core,1,0,0,0,0.818508855,0.5,0.472776328,0.275
36.22,0,59.16,1.75,19.32,1,1,0.99,980.99,Bicep Curls,0,15.09,337.11,['biceps'],upperbody,1,0,0,0,0.82368754,0,0.473553131,0.2
18.03,0,92.61,1.74,30.59,3,0,1.41,1240.8,Flutter Kicks,1,17.98,347.31,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.86401012,0.5,0.729601518,0.625
46.95,1,86.83,1.99,21.93,1,26,1.98,2316.6,Bird Dogs,2,15.9,367.35,"['core', 'lower_back']",core,0,0,0,1,0.943232132,1,0.19148482,0.2
42.96,1,70.25,1.66,25.49,2,0,0.99,871.2,Flutter Kicks,1,16.03,340.45,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.836891208,0.5,0.725533681,0.625
45.09,0,93.01,1.91,25.5,2,14,1.03,1113.33,Lateral Raises,1,15.96,360.26,['lateral_delts'],upperbody,1,0,0,0,0.915203985,0.5,0.487280598,0.275
58.98,1,60.84,1.73,20.33,1,14,1.03,1113.33,Dead Bugs,1,20.03,352.72,"['transverse_abs', 'core']",core,1,0,0,1,0.885396901,0.5,0.532809535,0.325
30.86,1,64.08,1.7,22.17,1,26,1.97,2817.1,Deadlift,1,15.18,348.06,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.866975016,0.5,0.480046252,0.275
42.22,1,42.8,1.74,14.14,0,2,1.05,1041.39,Lateral Raises,2,16.12,343.27,['lateral_delts'],upperbody,1,0,0,0,0.848039216,1,0.477205882,0.35
38.36,0,40.83,1.79,12.74,0,2,0.62,751.56,Bicep Curls,2,21.05,354.36,['biceps'],upperbody,1,0,0,0,0.891880139,1,0.483782021,0.35
54.89,1,51.66,1.68,18.3,0,1,0.76,669.41,Bird Dogs,0,23.01,362.93,"['core', 'lower_back']",core,0,0,0,1,0.925759013,0,0.188863852,0.05
53.05,1,82.66,1.61,31.89,3,25,1.88,2197.91,Plyometric Push-ups,2,14.96,357.88,"['chest', 'shoulders']",upperbody,0,0,1,0,0.905795383,1,0.385869307,0.5
51.15,0,58.33,1.65,21.43,1,13,1.22,1317.6,Inverted Rows,0,14.92,338.04,"['upper_back', 'biceps']",upperbody,1,0,0,0,0.82736401,0,0.474104602,0.2
26.48,0,71.32,1.97,18.38,0,0,0.75,907.5,Box Jumps,2,15.06,357.54,"['glutes', 'quads']",lowerbody,0,0,1,0,0.904451297,1,0.385667694,0.5
29.18,1,86.91,1.65,31.92,3,27,1.66,1943.69,Frog Jumps,2,16.99,348.59,"['glutes', 'quads']",lowerbody,0,1,1,0,0.869070209,1,0.580360531,0.75
55.34,1,87.84,1.88,24.85,1,15,1.19,1144.3,Superman,2,22.1,340.37,"['lower_back', 'glutes']",core,0,0,0,1,0.836574953,1,0.175486243,0.2
45.98,0,74.78,1.53,31.94,3,13,1.29,928.8,Bicycle Crunches,1,12,223.63,"['abs', 'obliques']",core,1,0,0,0,0.375079064,0.5,0.40626186,0.275
58.66,1,122.92,1.89,34.41,3,0,0.66,435.2,Bicycle Crunches,2,21.1,339.75,"['abs', 'obliques']",core,1,0,0,0,0.834123972,1,0.475118596,0.35
54.24,1,85.59,1.93,22.98,1,25,1.75,1363.95,Box Jumps,0,14.94,348.65,"['glutes', 'quads']",lowerbody,0,0,1,0,0.8693074,0,0.38039611,0.35
56.23,0,57.67,1.68,20.43,1,25,1.58,1231.45,Plank,2,29.95,295.93,"['core', 'shoulders', 'glutes']",core,1,0,0,1,0.660895003,1,0.49913425,0.4
53.81,0,116.99,1.62,44.58,3,12,1.05,1133.06,Flutter Kicks,1,18.98,357.2,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.903107211,0.5,0.735466082,0.625
19.9,1,75.17,1.75,24.55,1,14,1.32,951.19,Turkish Get-ups,0,18.94,356.66,"['full_body', 'core']",fullbody,1,0,0,1,0.900972486,0,0.535145873,0.25
45.55,0,45.01,1.77,14.37,0,11,1.49,1606.52,Seated Rows,0,23.93,341.61,"['mid_back', 'lats']",upperbody,1,0,0,0,0.841476913,0,0.476221537,0.2
57.93,1,45.49,1.67,16.31,0,11,1.28,920.06,Deadlifts,2,14.99,362.67,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.924731183,1,0.488709677,0.35
30.84,0,43.08,1.76,13.91,0,0,1.46,1766.6,Seated Rows,2,22.09,360.31,"['mid_back', 'lats']",upperbody,1,0,0,0,0.915401645,1,0.487310247,0.35
30.65,1,48.41,1.51,21.23,1,0,1.48,1463.87,Resistance Band Pull-Aparts,1,12.05,165.7,"['rear_delts', 'rhomboids']",upperbody,1,0,0,1,0.146070525,0.5,0.421910579,0.325
57.03,0,82.54,1.65,30.32,3,27,1.56,1826.6,Reverse Lunges,1,16.96,339.9,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.834716951,0.5,0.475207543,0.275
27.17,1,89.25,1.64,33.18,3,24,1.82,2126.12,Mountain Climbers,2,18.01,362.88,"['core', 'shoulders', 'legs']",fullbody,0,1,1,0,0.925561354,1,0.588834203,0.75
24.94,1,81.79,1.95,21.51,1,26,1.94,2269.8,Kettlebell Swings,2,16.02,370.63,"['glutes', 'hamstrings', 'core']",fullbody,1,0,1,0,0.956198608,1,0.743429791,0.7
40.98,1,79.3,1.72,26.81,2,14,1.01,1091.71,Thrusters,0,16.19,357.78,"['legs', 'shoulders', 'core']",fullbody,1,0,1,0,0.905400063,0,0.735810009,0.55
51.42,0,74.84,1.55,31.15,3,1,0.71,469.03,Plyometric Push-ups,1,20.03,346.83,"['chest', 'shoulders']",upperbody,0,0,1,0,0.862112587,0.5,0.379316888,0.425
18.66,1,88.88,1.77,28.37,3,14,1.5,1080.9,Lat Pulldowns,2,9.9,320.88,"['lats', 'biceps']",upperbody,1,0,0,0,0.759527198,1,0.46392908,0.35
37.06,0,56.21,1.57,22.8,1,3,0.97,962.92,Incline Push-ups,1,24.93,340.5,"['upper_chest', 'shoulders']",upperbody,1,0,0,0,0.837088868,0.5,0.47556333,0.275
56.25,1,50.29,1.7,17.4,0,1,1.29,1136.23,Wall Angels,1,19.97,330.02,"['upper_back', 'shoulders']",upperbody,0,0,0,1,0.795659393,0.5,0.169348909,0.125
24.23,1,67.91,1.56,27.91,2,13,1.41,1522.8,Box Jumps,2,15.04,358.53,"['glutes', 'quads']",lowerbody,0,0,1,0,0.908364959,1,0.386254744,0.5
55.86,1,125.41,1.8,38.71,3,12,1.25,1199,Wall Angels,0,21.02,366.06,"['upper_back', 'shoulders']",upperbody,0,0,0,1,0.938132511,0,0.190719877,0.05
42.2,1,62.6,1.98,15.97,0,13,1.42,1533.6,Push-ups,1,17.96,329.4,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.793208412,0.5,0.468981262,0.275
43.49,1,53.81,1.72,18.19,0,12,1.03,987.98,Dragon Flags,1,22.1,327.92,"['core', 'hip_flexors']",core,1,0,0,0,0.787357685,0.5,0.468103653,0.275
25.74,0,74.09,1.66,26.89,2,0,0.93,613.8,Tricep Extensions,1,14.97,334.03,['triceps'],upperbody,1,0,0,0,0.811511701,0.5,0.471726755,0.275
39.75,0,51.84,1.61,20,1,1,0.89,783.91,Plyometric Push-ups,1,23.1,358.78,"['chest', 'shoulders']",upperbody,0,0,1,0,0.909353257,0.5,0.386402989,0.425
20.11,0,75.58,1.62,28.8,2,11,1.35,1779.03,Decline Push-ups,1,23.12,332.78,"['lower_chest', 'triceps']",upperbody,1,0,0,0,0.806570209,0.5,0.470985531,0.275
23.38,1,87.23,1.91,23.91,1,25,1.88,2686.33,Lunges,1,23.96,346.55,"['quads', 'glutes', 'hamstrings']",lowerbody,1,0,0,0,0.861005693,0.5,0.479150854,0.275
54.13,0,125.24,1.94,33.28,3,13,1.36,1795.2,Lateral Raises,2,21.99,355.19,['lateral_delts'],upperbody,1,0,0,0,0.89516129,1,0.484274194,0.35
49.28,1,106.67,1.64,39.66,3,13,1.2,1584,Rows,1,23.94,364.68,"['lats', 'rhomboids']",upperbody,1,0,0,0,0.932677103,0.5,0.489901565,0.275
25.07,0,65.19,1.77,20.81,1,0,0.9,792,Rows,2,16.87,351.74,"['lats', 'rhomboids']",upperbody,1,0,0,0,0.88152277,1,0.482228416,0.35
46.92,0,72.94,1.8,22.51,1,0,1.35,1630.53,Lat Pulldowns,1,16.04,339.21,"['lats', 'biceps']",upperbody,1,0,0,0,0.831989247,0.5,0.474798387,0.275
43.07,1,127.06,1.69,44.49,3,12,1.15,827.31,Plyo Squats,0,22.95,376.26,"['quads', 'glutes']",lowerbody,0,0,1,0,0.978455092,0,0.396768264,0.35
44.85,0,59.33,1.51,26.02,2,14,1.14,821.48,Incline Push-ups,0,24.98,333.3,"['upper_chest', 'shoulders']",upperbody,1,0,0,0,0.80862587,0,0.47129388,0.2
21.95,0,87.43,1.9,24.22,1,22,1.9,1477.44,Dips,0,24.91,341.97,"['chest', 'triceps']",upperbody,1,0,0,0,0.842900063,0,0.476435009,0.2
40.46,1,94.7,2,23.68,1,3,1.19,1443.83,Pistol Squats,0,11.99,259.78,"['quads', 'glutes', 'core']",lowerbody,1,0,0,0,0.517987034,0,0.427698055,0.2
42.66,0,43.08,1.66,15.63,0,2,0.73,884.91,Glute Bridges,2,20.04,336.84,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.822620177,1,0.473393027,0.35
22.83,0,68.24,1.61,26.33,2,3,1.34,1330.22,Pistol Squats,1,21.97,337.2,"['quads', 'glutes', 'core']",lowerbody,1,0,0,0,0.824043327,0.5,0.473606499,0.275
45.17,0,57.81,1.7,20,1,1,0.95,941.36,Resistance Band Pull-Aparts,2,20.87,337.82,"['rear_delts', 'rhomboids']",upperbody,1,0,0,1,0.826494307,1,0.523974146,0.4
45.03,1,51.03,1.65,18.74,1,0,1.44,1742.4,Seated Rows,0,22.94,336.66,"['mid_back', 'lats']",upperbody,1,0,0,0,0.821908602,0,0.47328629,0.2
55.97,0,44.73,1.73,14.95,0,0,0.84,1014.55,Plank,1,19.09,362.02,"['core', 'shoulders', 'glutes']",core,1,0,0,1,0.922161607,0.5,0.538324241,0.325
43.1,1,41.83,1.65,15.36,0,12,1.33,1275.74,Renegade Rows,1,18.07,339.95,"['lats', 'core']",fullbody,1,0,0,0,0.834914611,0.5,0.475237192,0.275
19.49,0,72.02,1.94,19.14,1,14,1.17,843.1,Frog Jumps,2,17.01,339.78,"['glutes', 'quads']",lowerbody,0,1,1,0,0.834242568,1,0.575136385,0.75
41.11,1,64.47,1.71,22.05,1,12,1.2,1582.68,Pistol Squats,0,23.92,363.03,"['quads', 'glutes', 'core']",lowerbody,1,0,0,0,0.926154333,0,0.48892315,0.2
24.21,1,50.97,1.67,18.28,0,0,0.98,1182.57,Reverse Lunges,1,19.01,345.36,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.856301392,0.5,0.478445209,0.275
58.95,0,123.4,1.88,34.91,3,14,1.3,936.78,Push Ups,2,20.01,358.81,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.909471853,1,0.486420778,0.35
39.35,0,51.3,1.82,15.49,0,0,0.91,800.07,Lateral Raises,1,21.98,346.66,['lateral_delts'],upperbody,1,0,0,0,0.861440544,0.5,0.479216082,0.275
46.9,1,49.62,1.69,17.37,0,11,1.5,1078.2,Tricep Extensions,2,24.12,359.39,['triceps'],upperbody,1,0,0,0,0.911764706,1,0.486764706,0.35
58,0,74.67,1.75,24.38,1,0,1.12,985.6,Dips,0,17.88,334.04,"['chest', 'triceps']",upperbody,1,0,0,0,0.811551233,0,0.471732685,0.2
35.02,1,126.65,1.62,48.26,3,13,1.02,734.4,Face Pulls,1,15.03,363.68,"['rear_delts', 'traps']",upperbody,1,0,0,0,0.928723909,0.5,0.489308586,0.275
58.34,0,65.18,1.63,24.53,1,14,1.11,1466.42,Seated Rows,1,21.89,331.78,"['mid_back', 'lats']",upperbody,1,0,0,0,0.802617015,0.5,0.470392552,0.275
26.2,0,126.96,1.73,42.42,3,1,1.32,1598.65,Leg Raises,0,9.84,131.15,"['lower_abs', 'hip_flexors']",core,1,0,0,0,0.009487666,0,0.35142315,0.2
32.05,0,85.09,1.64,31.64,3,24,1.77,1837.97,Bird Dogs,0,18.02,370.14,"['core', 'lower_back']",core,0,0,0,1,0.954261543,0,0.193139231,0.05
51.13,1,63.78,1.8,19.69,1,13,1.07,1027.2,Reverse Lunges,1,18.08,336.92,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.822936433,0.5,0.473440465,0.275
41.05,0,62,1.79,19.35,1,28,2,2864.4,Russian Twists,2,21.93,347.58,"['obliques', 'abs']",core,1,0,0,0,0.865077483,1,0.479761622,0.35
53.16,0,64.45,1.55,26.83,2,25,1.77,1379.54,Scissors Kicks,1,22.89,352.14,['lower_abs'],core,1,0,1,0,0.883104048,0.5,0.732465607,0.625
18,1,57.42,1.75,18.75,1,13,1.28,1382.4,Leg Raises,1,25.12,343.39,"['lower_abs', 'hip_flexors']",core,1,0,0,0,0.848513599,0.5,0.47727704,0.275
45.92,1,63.48,1.54,26.77,2,25,1.61,1254.83,Renegade Rows,2,17.13,338.29,"['lats', 'core']",fullbody,1,0,0,0,0.828352309,1,0.474252846,0.35
41.05,1,94.54,2,23.64,1,0,1.17,1028.66,Resistance Band Pull-Aparts,0,12.03,260.78,"['rear_delts', 'rhomboids']",upperbody,1,0,0,1,0.521940228,0,0.478291034,0.25
45.11,0,58.52,1.72,19.78,1,15,1.31,1417.16,Bird Dogs,0,16.92,335.02,"['core', 'lower_back']",core,0,0,0,1,0.815425364,0,0.172313805,0.05
54.66,0,84.31,1.86,24.37,1,27,1.54,1803.19,Rows,0,14.94,337.57,"['lats', 'rhomboids']",upperbody,1,0,0,0,0.825506009,0,0.473825901,0.2
42.78,0,108.41,1.73,36.22,3,0,1.33,876.2,Pull-ups,1,25.13,353.86,"['lats', 'biceps']",upperbody,1,0,0,0,0.889903542,0.5,0.483485531,0.275
51.43,0,45.33,1.63,17.06,0,13,1.08,777.6,Bicep Curls,1,17.97,340.98,['biceps'],upperbody,1,0,0,0,0.838986401,0.5,0.47584796,0.275
